Player Name,Team,Sport,Match Date,Position,Country,Points/Goals,Assists,Minutes Played,Match Result
Player_45,Panthers,Cricket,03-12-2024,Goalkeeper,Germany,71,8,48,Win
Player_37,Blazers,Basketball,04-12-2024,Bowler,India,60,6,21,Draw
Player_12,Storm,Cricket,05-12-2024,Batsman,USA,38,14,114,Draw
Player_26,Blazers,Basketball,06-12-2024,Guard,Australia,0,10,56,Draw
Player_37,Panthers,Cricket,07-12-2024,Guard,UK,2,19,27,Loss
Player_17,Blazers,Cricket,08-12-2024,Midfielder,Germany,76,1,30,Loss
Player_16,Warriors,Football,09-12-2024,Batsman,USA,91,14,22,Loss
Player_9,Panthers,Basketball,10-12-2024,Forward,Australia,61,13,30,Loss
Player_27,Warriors,Basketball,11-12-2024,Bowler,USA,62,19,17,Draw
Player_34,Falcons,Basketball,12-12-2024,Batsman,UK,24,10,55,Draw
Player_35,Blazers,Cricket,13-12-2024,Forward,India,55,2,113,Draw
Player_33,Dragons,Football,14-12-2024,Goalkeeper,Australia,32,16,119,Win
Player_45,Storm,Cricket,15-12-2024,Midfielder,Germany,37,11,16,Win
Player_13,Warriors,Basketball,16-12-2024,Midfielder,India,5,14,32,Win
Player_43,Titans,Football,17-12-2024,Goalkeeper,India,57,15,117,Draw
Player_23,Panthers,Cricket,18-12-2024,Batsman,India,43,4,105,Loss
Player_14,Storm,Football,19-12-2024,Batsman,Brazil,44,19,84,Draw
Player_45,Storm,Basketball,20-12-2024,Midfielder,Australia,31,5,95,Draw
Player_6,Hawks,Football,21-12-2024,Midfielder,UK,44,18,31,Loss
Player_15,Storm,Football,22-12-2024,Forward,India,60,4,116,Loss
Player_34,Blazers,Cricket,23-12-2024,Goalkeeper,UK,46,2,98,Win
Player_29,Falcons,Cricket,24-12-2024,Midfielder,Germany,20,0,31,Draw
Player_6,Blazers,Football,25-12-2024,Batsman,Brazil,79,5,101,Draw
Player_38,Dragons,Football,26-12-2024,Midfielder,India,84,14,38,Win
Player_49,Falcons,Cricket,27-12-2024,Forward,UK,74,1,22,Loss
Player_9,Panthers,Cricket,28-12-2024,Goalkeeper,UK,35,2,91,Loss
Player_4,Blazers,Football,29-12-2024,Midfielder,Australia,98,16,11,Loss
Player_1,Warriors,Basketball,30-12-2024,Forward,USA,18,11,38,Win
Player_43,Hawks,Basketball,31-12-2024,Guard,Germany,19,17,94,Draw
Player_25,Warriors,Basketball,01-01-2025,Batsman,Brazil,56,14,88,Win
Player_5,Dragons,Basketball,02-01-2025,Goalkeeper,UK,17,11,61,Loss
Player_4,Hawks,Cricket,03-01-2025,Bowler,India,46,15,36,Loss
Player_11,Blazers,Cricket,04-01-2025,Guard,Germany,48,7,59,Win
Player_21,Dragons,Basketball,05-01-2025,Bowler,Brazil,13,13,104,Draw
Player_5,Storm,Football,06-01-2025,Goalkeeper,India,14,16,88,Loss
Player_40,Warriors,Basketball,07-01-2025,Midfielder,UK,30,7,32,Draw
Player_34,Dragons,Basketball,08-01-2025,Forward,Brazil,0,14,97,Win
Player_18,Blazers,Football,09-01-2025,Midfielder,India,53,13,53,Win
Player_37,Blazers,Football,10-01-2025,Goalkeeper,USA,2,17,86,Win
Player_48,Titans,Basketball,11-01-2025,Goalkeeper,Germany,15,19,31,Loss
Player_47,Falcons,Football,12-01-2025,Guard,India,86,6,52,Draw
Player_35,Dragons,Football,13-01-2025,Guard,Australia,56,2,46,Draw
Player_10,Panthers,Cricket,14-01-2025,Midfielder,Germany,74,11,70,Draw
Player_33,Hawks,Football,15-01-2025,Goalkeeper,USA,11,2,106,Draw
Player_24,Storm,Cricket,16-01-2025,Goalkeeper,Germany,73,19,65,Win
Player_6,Titans,Basketball,17-01-2025,Goalkeeper,India,95,13,12,Win
Player_45,Warriors,Cricket,18-01-2025,Goalkeeper,Germany,15,14,72,Draw
Player_24,Titans,Basketball,19-01-2025,Batsman,India,71,13,28,Draw
Player_19,Blazers,Cricket,20-01-2025,Forward,Germany,75,6,32,Loss
Player_21,Hawks,Cricket,21-01-2025,Batsman,Brazil,23,16,38,Win
Player_17,Storm,Football,22-01-2025,Batsman,India,27,11,39,Win
Player_20,Dragons,Cricket,23-01-2025,Guard,Australia,7,19,48,Win
Player_9,Hawks,Basketball,24-01-2025,Batsman,Germany,91,3,117,Win
Player_18,Falcons,Basketball,25-01-2025,Midfielder,USA,35,8,34,Win
Player_17,Panthers,Football,26-01-2025,Midfielder,UK,89,5,110,Loss
Player_50,Storm,Football,27-01-2025,Midfielder,USA,7,15,17,Loss
Player_16,Storm,Basketball,28-01-2025,Batsman,USA,57,1,115,Loss
Player_20,Storm,Cricket,29-01-2025,Midfielder,Brazil,59,7,67,Draw
Player_7,Storm,Football,30-01-2025,Midfielder,Australia,49,10,25,Loss
Player_36,Hawks,Cricket,31-01-2025,Bowler,Brazil,27,12,81,Win
Player_4,Dragons,Basketball,01-02-2025,Goalkeeper,UK,91,16,10,Win
Player_37,Hawks,Basketball,02-02-2025,Goalkeeper,India,40,7,117,Win
Player_23,Titans,Basketball,03-02-2025,Batsman,Germany,99,17,14,Win
Player_36,Panthers,Basketball,04-02-2025,Forward,Brazil,63,17,12,Loss
Player_43,Titans,Football,05-02-2025,Forward,India,26,13,74,Loss
Player_12,Panthers,Cricket,06-02-2025,Midfielder,India,62,14,13,Win
Player_36,Dragons,Basketball,07-02-2025,Bowler,Brazil,16,5,113,Draw
Player_37,Hawks,Cricket,08-02-2025,Forward,India,72,10,108,Draw
Player_20,Storm,Cricket,09-02-2025,Midfielder,Brazil,32,12,105,Win
Player_37,Hawks,Cricket,10-02-2025,Bowler,Germany,83,0,73,Draw
Player_1,Panthers,Basketball,11-02-2025,Midfielder,USA,76,5,115,Win
Player_2,Hawks,Cricket,12-02-2025,Bowler,UK,91,8,107,Draw
Player_42,Panthers,Basketball,13-02-2025,Batsman,Australia,28,7,116,Win
Player_37,Titans,Cricket,14-02-2025,Guard,Australia,12,10,98,Win
Player_44,Warriors,Basketball,15-02-2025,Midfielder,UK,45,18,19,Loss
Player_41,Blazers,Basketball,16-02-2025,Bowler,Australia,34,8,30,Win
Player_41,Warriors,Basketball,17-02-2025,Bowler,Brazil,5,16,55,Draw
Player_21,Storm,Cricket,18-02-2025,Goalkeeper,Australia,81,11,112,Loss
Player_13,Panthers,Basketball,19-02-2025,Goalkeeper,Germany,68,13,100,Win
Player_29,Blazers,Football,20-02-2025,Guard,India,46,14,36,Loss
Player_33,Warriors,Basketball,21-02-2025,Guard,India,24,15,75,Draw
Player_32,Dragons,Football,22-02-2025,Goalkeeper,India,65,19,50,Draw
Player_18,Titans,Basketball,23-02-2025,Guard,USA,9,0,22,Loss
Player_3,Titans,Cricket,24-02-2025,Forward,Australia,55,9,18,Draw
Player_50,Dragons,Football,25-02-2025,Guard,USA,29,7,45,Loss
Player_13,Hawks,Basketball,26-02-2025,Goalkeeper,Brazil,4,17,95,Win
Player_21,Falcons,Cricket,27-02-2025,Guard,UK,32,0,115,Loss
Player_30,Dragons,Football,28-02-2025,Forward,USA,64,1,99,Win
Player_2,Warriors,Cricket,01-03-2025,Midfielder,UK,17,0,67,Loss
Player_4,Dragons,Cricket,02-03-2025,Midfielder,India,95,0,63,Win
Player_42,Blazers,Football,03-03-2025,Guard,India,48,8,21,Draw
Player_49,Titans,Football,04-03-2025,Guard,Germany,10,12,90,Win
Player_25,Titans,Cricket,05-03-2025,Batsman,Brazil,84,0,87,Loss
Player_25,Storm,Football,06-03-2025,Midfielder,India,25,12,23,Draw
Player_25,Storm,Cricket,07-03-2025,Batsman,India,62,19,43,Win
Player_11,Hawks,Football,08-03-2025,Batsman,Brazil,88,6,62,Loss
Player_43,Warriors,Cricket,09-03-2025,Goalkeeper,Germany,85,1,29,Loss
Player_50,Panthers,Basketball,10-03-2025,Forward,Australia,58,5,84,Loss
Player_18,Storm,Basketball,11-03-2025,Bowler,UK,26,6,25,Loss
Player_34,Dragons,Cricket,12-03-2025,Bowler,USA,48,13,104,Draw
Player_3,Hawks,Basketball,13-03-2025,Batsman,Australia,76,17,79,Draw
Player_13,Storm,Football,14-03-2025,Batsman,Germany,32,14,65,Loss
Player_21,Blazers,Cricket,15-03-2025,Guard,UK,97,1,92,Loss
Player_15,Warriors,Basketball,16-03-2025,Guard,India,98,9,110,Loss
Player_19,Warriors,Football,17-03-2025,Batsman,Brazil,0,11,67,Win
Player_33,Hawks,Football,18-03-2025,Goalkeeper,Australia,20,16,13,Loss
Player_45,Hawks,Football,19-03-2025,Forward,Germany,54,7,13,Draw
Player_48,Falcons,Cricket,20-03-2025,Guard,India,5,10,29,Loss
Player_50,Hawks,Basketball,21-03-2025,Batsman,UK,91,2,19,Loss
Player_21,Hawks,Basketball,22-03-2025,Batsman,USA,80,5,33,Draw
Player_34,Titans,Football,23-03-2025,Goalkeeper,Australia,68,8,108,Win
Player_17,Storm,Basketball,24-03-2025,Bowler,Brazil,94,5,35,Loss
Player_8,Hawks,Cricket,25-03-2025,Bowler,UK,4,8,46,Loss
Player_24,Panthers,Football,26-03-2025,Midfielder,India,2,6,111,Win
Player_32,Panthers,Football,27-03-2025,Guard,UK,52,8,94,Loss
Player_10,Titans,Basketball,28-03-2025,Bowler,Germany,22,17,63,Draw
Player_12,Dragons,Basketball,29-03-2025,Guard,Australia,52,11,113,Loss
Player_50,Panthers,Basketball,30-03-2025,Goalkeeper,USA,36,7,112,Draw
Player_9,Titans,Football,31-03-2025,Goalkeeper,Australia,73,7,30,Draw
Player_15,Hawks,Cricket,01-04-2025,Goalkeeper,Brazil,73,17,83,Loss
Player_8,Panthers,Basketball,02-04-2025,Goalkeeper,Australia,82,19,47,Loss
Player_45,Hawks,Football,03-04-2025,Bowler,USA,16,14,55,Draw
Player_3,Blazers,Basketball,04-04-2025,Batsman,Germany,84,6,13,Win
Player_12,Titans,Basketball,05-04-2025,Batsman,Germany,77,10,69,Win
Player_12,Warriors,Cricket,06-04-2025,Bowler,Australia,72,19,66,Win
Player_32,Falcons,Cricket,07-04-2025,Guard,Australia,0,15,54,Loss
Player_11,Blazers,Basketball,08-04-2025,Batsman,Australia,50,3,29,Win
Player_2,Dragons,Basketball,09-04-2025,Forward,India,44,5,26,Draw
Player_39,Dragons,Cricket,10-04-2025,Bowler,India,76,2,80,Loss
Player_13,Storm,Football,11-04-2025,Bowler,Germany,3,8,13,Draw
Player_47,Dragons,Basketball,12-04-2025,Forward,USA,61,9,102,Loss
Player_1,Panthers,Cricket,13-04-2025,Batsman,UK,64,13,23,Loss
Player_4,Warriors,Football,14-04-2025,Batsman,USA,31,10,12,Draw
Player_41,Dragons,Football,15-04-2025,Midfielder,USA,33,17,97,Win
Player_4,Blazers,Cricket,16-04-2025,Guard,Australia,91,11,110,Draw
Player_39,Panthers,Football,17-04-2025,Batsman,USA,94,11,89,Win
Player_34,Storm,Cricket,18-04-2025,Midfielder,USA,71,12,67,Win
Player_4,Falcons,Football,19-04-2025,Forward,India,38,12,64,Draw
Player_5,Panthers,Basketball,20-04-2025,Goalkeeper,Brazil,25,18,13,Win
Player_50,Dragons,Basketball,21-04-2025,Midfielder,Brazil,33,18,33,Win
Player_11,Falcons,Basketball,22-04-2025,Goalkeeper,India,53,13,43,Loss
Player_35,Panthers,Cricket,23-04-2025,Forward,Australia,2,3,39,Win
Player_12,Panthers,Football,24-04-2025,Midfielder,Germany,49,12,91,Loss
Player_8,Hawks,Football,25-04-2025,Forward,Australia,11,7,28,Loss
Player_50,Titans,Basketball,26-04-2025,Midfielder,Germany,64,18,40,Draw
Player_10,Warriors,Cricket,27-04-2025,Bowler,USA,53,11,69,Draw
Player_28,Blazers,Basketball,28-04-2025,Batsman,Australia,4,17,69,Loss
Player_12,Blazers,Basketball,29-04-2025,Midfielder,USA,93,5,28,Draw
Player_22,Storm,Football,30-04-2025,Batsman,USA,93,17,58,Loss
Player_46,Titans,Cricket,01-05-2025,Goalkeeper,USA,56,18,72,Win
Player_34,Storm,Football,02-05-2025,Goalkeeper,USA,16,4,119,Loss
Player_14,Dragons,Cricket,03-05-2025,Forward,India,46,8,92,Win
Player_30,Titans,Football,04-05-2025,Forward,Germany,22,2,31,Loss
Player_7,Dragons,Basketball,05-05-2025,Bowler,USA,78,9,33,Win
Player_22,Titans,Football,06-05-2025,Bowler,Australia,84,18,118,Loss
Player_41,Panthers,Basketball,07-05-2025,Midfielder,Australia,13,2,85,Win
Player_47,Panthers,Cricket,08-05-2025,Guard,India,65,14,39,Win
Player_17,Falcons,Basketball,09-05-2025,Guard,Australia,74,0,67,Draw
Player_27,Hawks,Cricket,10-05-2025,Forward,Germany,50,6,111,Win
Player_18,Hawks,Basketball,11-05-2025,Goalkeeper,India,37,11,40,Draw
Player_5,Storm,Cricket,12-05-2025,Guard,India,63,16,109,Win
Player_50,Warriors,Cricket,13-05-2025,Guard,Brazil,97,19,73,Loss
Player_49,Warriors,Basketball,14-05-2025,Bowler,USA,37,4,28,Loss
Player_29,Storm,Basketball,15-05-2025,Bowler,UK,49,3,57,Win
Player_25,Warriors,Football,16-05-2025,Forward,UK,97,11,54,Loss
Player_47,Hawks,Football,17-05-2025,Forward,India,81,19,109,Win
Player_48,Falcons,Football,18-05-2025,Goalkeeper,UK,29,17,103,Win
Player_3,Blazers,Basketball,19-05-2025,Goalkeeper,UK,78,16,64,Loss
Player_50,Hawks,Basketball,20-05-2025,Midfielder,Australia,90,18,64,Win
Player_48,Titans,Football,21-05-2025,Batsman,Brazil,50,8,106,Draw
Player_41,Falcons,Cricket,22-05-2025,Batsman,Brazil,62,3,27,Win
Player_41,Panthers,Basketball,23-05-2025,Midfielder,Australia,97,1,72,Loss
Player_45,Blazers,Basketball,24-05-2025,Bowler,Australia,51,3,101,Loss
Player_7,Blazers,Cricket,25-05-2025,Batsman,USA,37,1,56,Loss
Player_22,Dragons,Cricket,26-05-2025,Batsman,Germany,96,14,84,Win
Player_23,Blazers,Football,27-05-2025,Goalkeeper,USA,87,1,66,Win
Player_5,Titans,Basketball,28-05-2025,Forward,Germany,78,3,54,Loss
Player_26,Hawks,Football,29-05-2025,Bowler,USA,29,5,42,Win
Player_20,Falcons,Cricket,30-05-2025,Batsman,UK,50,6,26,Loss
Player_11,Falcons,Football,31-05-2025,Guard,Germany,80,9,79,Draw
Player_18,Titans,Basketball,01-06-2025,Midfielder,Brazil,4,18,13,Draw
Player_14,Titans,Cricket,02-06-2025,Goalkeeper,India,28,18,29,Loss
Player_17,Warriors,Cricket,03-06-2025,Guard,Australia,3,11,56,Win
Player_7,Storm,Basketball,04-06-2025,Batsman,India,9,2,100,Win
Player_14,Falcons,Football,05-06-2025,Bowler,India,55,12,24,Win
Player_8,Titans,Football,06-06-2025,Batsman,UK,16,17,79,Loss
Player_50,Falcons,Basketball,07-06-2025,Batsman,USA,73,7,56,Win
Player_8,Panthers,Basketball,08-06-2025,Bowler,India,16,14,87,Draw
Player_18,Hawks,Football,09-06-2025,Guard,Brazil,83,0,84,Loss
Player_47,Dragons,Football,10-06-2025,Batsman,Australia,87,2,112,Loss
Player_48,Panthers,Football,11-06-2025,Batsman,India,68,7,18,Loss
Player_24,Blazers,Cricket,12-06-2025,Midfielder,India,33,3,99,Draw
Player_47,Panthers,Football,13-06-2025,Guard,Brazil,5,15,25,Loss
Player_35,Storm,Basketball,14-06-2025,Midfielder,USA,52,9,78,Draw
Player_14,Hawks,Football,15-06-2025,Forward,Brazil,65,11,70,Draw
Player_46,Blazers,Football,16-06-2025,Forward,India,76,13,19,Loss
Player_44,Hawks,Football,17-06-2025,Guard,UK,42,13,59,Draw
Player_37,Falcons,Football,18-06-2025,Goalkeeper,USA,74,1,12,Draw
Player_34,Falcons,Cricket,19-06-2025,Midfielder,UK,22,4,86,Draw
Player_28,Panthers,Football,20-06-2025,Batsman,India,54,4,116,Loss
Player_19,Dragons,Football,21-06-2025,Forward,UK,79,5,103,Win
Player_19,Warriors,Basketball,22-06-2025,Goalkeeper,Germany,94,12,118,Draw
Player_41,Panthers,Football,23-06-2025,Forward,Australia,74,8,79,Loss
Player_43,Dragons,Basketball,24-06-2025,Forward,Germany,15,14,90,Draw
Player_41,Blazers,Football,25-06-2025,Batsman,Germany,7,13,118,Win
Player_9,Hawks,Cricket,26-06-2025,Guard,Brazil,3,6,60,Draw
Player_20,Warriors,Basketball,27-06-2025,Guard,Australia,3,19,28,Loss
Player_23,Falcons,Cricket,28-06-2025,Bowler,USA,55,1,51,Loss
Player_31,Blazers,Football,29-06-2025,Bowler,Brazil,24,6,44,Draw
Player_40,Dragons,Basketball,30-06-2025,Guard,Germany,66,5,55,Loss
Player_34,Blazers,Basketball,01-07-2025,Guard,UK,95,16,35,Draw
Player_46,Storm,Football,02-07-2025,Goalkeeper,UK,66,1,78,Draw
Player_6,Warriors,Football,03-07-2025,Guard,USA,26,2,102,Win
Player_38,Warriors,Basketball,04-07-2025,Bowler,UK,92,4,73,Draw
Player_43,Warriors,Cricket,05-07-2025,Bowler,UK,31,4,46,Loss
Player_50,Hawks,Football,06-07-2025,Midfielder,Brazil,49,0,93,Loss
Player_47,Hawks,Basketball,07-07-2025,Batsman,Brazil,60,7,58,Loss
Player_29,Hawks,Basketball,08-07-2025,Bowler,UK,50,11,30,Win
Player_25,Warriors,Cricket,09-07-2025,Goalkeeper,Australia,18,3,83,Loss
Player_47,Panthers,Cricket,10-07-2025,Batsman,India,20,12,73,Draw
Player_14,Falcons,Basketball,11-07-2025,Goalkeeper,Germany,4,14,14,Win
Player_15,Blazers,Football,12-07-2025,Bowler,Brazil,81,10,109,Win
Player_50,Blazers,Basketball,13-07-2025,Forward,UK,91,9,79,Loss
Player_39,Falcons,Basketball,14-07-2025,Batsman,UK,41,2,99,Draw
Player_39,Titans,Basketball,15-07-2025,Midfielder,Germany,60,13,13,Win
Player_41,Dragons,Basketball,16-07-2025,Forward,Brazil,21,15,112,Win
Player_13,Falcons,Football,17-07-2025,Bowler,Brazil,20,9,48,Loss
Player_4,Titans,Cricket,18-07-2025,Bowler,USA,69,9,44,Win
Player_8,Panthers,Cricket,19-07-2025,Forward,UK,0,11,10,Win
Player_35,Falcons,Cricket,20-07-2025,Midfielder,India,4,8,33,Draw
Player_8,Dragons,Football,21-07-2025,Batsman,India,11,0,66,Draw
Player_24,Storm,Cricket,22-07-2025,Goalkeeper,UK,89,4,109,Loss
Player_3,Falcons,Cricket,23-07-2025,Midfielder,Brazil,45,19,79,Win
Player_20,Blazers,Football,24-07-2025,Bowler,India,33,7,50,Loss
Player_15,Titans,Football,25-07-2025,Batsman,USA,48,10,63,Win
Player_16,Blazers,Cricket,26-07-2025,Guard,India,77,11,55,Loss
Player_11,Dragons,Basketball,27-07-2025,Goalkeeper,Brazil,89,0,69,Loss
Player_42,Falcons,Basketball,28-07-2025,Bowler,UK,44,19,117,Draw
Player_35,Hawks,Cricket,29-07-2025,Midfielder,Australia,26,10,69,Win
Player_24,Hawks,Basketball,30-07-2025,Batsman,India,72,4,66,Loss
Player_7,Storm,Basketball,31-07-2025,Batsman,USA,25,14,40,Win
Player_20,Titans,Football,01-08-2025,Goalkeeper,Germany,46,4,93,Win
Player_38,Falcons,Basketball,02-08-2025,Forward,Brazil,85,11,33,Draw
Player_17,Falcons,Basketball,03-08-2025,Bowler,UK,55,4,98,Loss
Player_38,Titans,Football,04-08-2025,Goalkeeper,India,93,16,45,Win
Player_10,Titans,Basketball,05-08-2025,Forward,Australia,62,16,94,Draw
Player_37,Warriors,Basketball,06-08-2025,Midfielder,Brazil,47,11,39,Draw
Player_36,Hawks,Football,07-08-2025,Batsman,UK,60,14,33,Draw
Player_46,Dragons,Basketball,08-08-2025,Goalkeeper,Brazil,80,14,117,Draw
Player_37,Panthers,Cricket,09-08-2025,Forward,Australia,25,5,115,Draw
Player_3,Titans,Basketball,10-08-2025,Bowler,UK,35,11,39,Draw
Player_36,Dragons,Cricket,11-08-2025,Bowler,India,0,19,95,Loss
Player_34,Warriors,Basketball,12-08-2025,Forward,India,7,17,101,Win
Player_8,Titans,Basketball,13-08-2025,Bowler,India,98,13,16,Draw
Player_47,Warriors,Football,14-08-2025,Guard,UK,51,1,44,Loss
Player_21,Warriors,Football,15-08-2025,Bowler,UK,78,8,64,Draw
Player_46,Blazers,Basketball,16-08-2025,Bowler,India,46,4,101,Loss
Player_17,Falcons,Basketball,17-08-2025,Goalkeeper,UK,55,19,23,Loss
Player_26,Dragons,Basketball,18-08-2025,Midfielder,Germany,85,0,19,Draw
Player_25,Warriors,Football,19-08-2025,Midfielder,Germany,13,2,89,Draw
Player_21,Blazers,Football,20-08-2025,Goalkeeper,USA,89,5,25,Win
Player_28,Hawks,Basketball,21-08-2025,Midfielder,UK,27,4,63,Win
Player_4,Storm,Football,22-08-2025,Guard,Germany,86,4,104,Win
Player_8,Dragons,Basketball,23-08-2025,Midfielder,USA,77,0,115,Draw
Player_13,Panthers,Basketball,24-08-2025,Goalkeeper,Germany,87,16,98,Win
Player_6,Warriors,Basketball,25-08-2025,Goalkeeper,India,1,18,86,Draw
Player_6,Dragons,Basketball,26-08-2025,Goalkeeper,Germany,25,13,79,Loss
Player_35,Warriors,Cricket,27-08-2025,Bowler,USA,13,11,53,Win
Player_37,Storm,Cricket,28-08-2025,Goalkeeper,Brazil,58,9,82,Win
Player_23,Titans,Cricket,29-08-2025,Midfielder,USA,55,19,54,Win
Player_16,Panthers,Football,30-08-2025,Goalkeeper,Germany,6,17,109,Loss
Player_41,Falcons,Basketball,31-08-2025,Forward,USA,2,10,65,Loss
Player_16,Titans,Cricket,01-09-2025,Forward,UK,22,1,116,Loss
Player_45,Hawks,Basketball,02-09-2025,Bowler,UK,17,17,93,Win
Player_5,Blazers,Football,03-09-2025,Guard,India,37,6,91,Win
Player_13,Blazers,Football,04-09-2025,Guard,Germany,98,14,116,Win
Player_41,Storm,Football,05-09-2025,Guard,USA,14,10,66,Loss
Player_25,Warriors,Basketball,06-09-2025,Goalkeeper,India,63,17,30,Win
Player_20,Titans,Cricket,07-09-2025,Midfielder,Brazil,88,11,77,Loss
Player_43,Storm,Football,08-09-2025,Goalkeeper,USA,27,5,59,Loss
Player_35,Titans,Cricket,09-09-2025,Goalkeeper,Brazil,73,19,42,Draw
Player_44,Falcons,Cricket,10-09-2025,Midfielder,Brazil,38,12,100,Loss
Player_48,Hawks,Basketball,11-09-2025,Goalkeeper,India,56,19,16,Draw
Player_37,Blazers,Basketball,12-09-2025,Guard,Brazil,16,15,79,Draw
Player_47,Falcons,Cricket,13-09-2025,Goalkeeper,Australia,85,17,24,Draw
Player_34,Titans,Cricket,14-09-2025,Goalkeeper,Germany,89,9,91,Loss
Player_39,Panthers,Football,15-09-2025,Bowler,Germany,43,7,41,Draw
Player_36,Titans,Football,16-09-2025,Batsman,Brazil,24,17,84,Win
Player_45,Warriors,Football,17-09-2025,Guard,Australia,16,0,29,Win
Player_6,Hawks,Basketball,18-09-2025,Midfielder,USA,12,7,97,Loss
Player_1,Warriors,Basketball,19-09-2025,Bowler,USA,83,5,24,Win
Player_25,Warriors,Cricket,20-09-2025,Guard,UK,24,4,57,Draw
Player_12,Titans,Cricket,21-09-2025,Goalkeeper,Brazil,67,14,80,Loss
Player_26,Storm,Basketball,22-09-2025,Bowler,Australia,9,14,30,Win
Player_41,Dragons,Basketball,23-09-2025,Bowler,Australia,66,1,51,Win
Player_48,Blazers,Cricket,24-09-2025,Goalkeeper,USA,17,0,35,Win
Player_20,Warriors,Cricket,25-09-2025,Goalkeeper,Germany,99,10,117,Draw
Player_26,Falcons,Football,26-09-2025,Batsman,India,85,9,23,Loss
